Imagem,Tipo,Numero,x,y,w,h,area,perimetro,aspect ratio,extent,solidity 
8.tif,NC,NC2732,467,523,6,7,21.0,18.485281229019165,0.8571428571428571,0.5,0.9545454545454546
8.tif,NC,NC2733,641,522,11,6,20.5,27.55634891986847,1.8333333333333333,0.3106060606060606,0.6212121212121212
8.tif,NC,NC2734,682,521,6,5,15.0,14.485281229019165,1.2,0.5,1.0
8.tif,NC,NC2735,621,519,9,9,52.0,27.313708186149597,1.0,0.6419753086419753,0.9811320754716981
8.tif,NC,NC2736,102,519,7,7,24.0,19.313708305358887,1.0,0.4897959183673469,0.9411764705882353
8.tif,NC,NC2737,955,518,10,7,44.5,25.899494767189026,1.4285714285714286,0.6357142857142857,0.978021978021978
8.tif,NC,NC2738,664,517,4,5,9.5,12.242640614509583,0.8,0.475,0.95
8.tif,NC,NC2739,567,513,8,7,22.5,20.727921843528748,1.1428571428571428,0.4017857142857143,0.8823529411764706
8.tif,NC,NC2740,558,513,4,2,1.0,6.828427076339722,2.0,0.125,0.6666666666666666
8.tif,NC,NC2741,645,511,3,3,2.5,7.414213538169861,1.0,0.2777777777777778,0.8333333333333334
8.tif,NC,NC2742,46,511,8,6,24.0,19.313708186149597,1.3333333333333333,0.5,0.9795918367346939
8.tif,NC,NC2743,807,506,4,4,8.0,10.828427076339722,1.0,0.5,1.0
8.tif,NC,NC2744,547,506,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
8.tif,NC,NC2745,449,506,7,6,21.5,17.899494767189026,1.1666666666666667,0.5119047619047619,0.9555555555555556
8.tif,NC,NC2746,311,504,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
8.tif,NC,NC2747,771,502,6,6,20.0,16.485281229019165,1.0,0.5555555555555556,1.0
8.tif,NC,NC2748,830,500,6,7,22.0,17.313708305358887,0.8571428571428571,0.5238095238095238,1.0
8.tif,NC,NC2749,636,499,7,6,11.0,19.313708305358887,1.1666666666666667,0.2619047619047619,0.7096774193548387
8.tif,NC,NC2750,530,496,10,10,54.0,28.97056233882904,1.0,0.54,0.9473684210526315
8.tif,NC,NC2751,382,496,6,7,24.0,18.485281229019165,0.8571428571428571,0.5714285714285714,0.9795918367346939
8.tif,NC,NC2752,365,496,5,6,13.0,14.485281229019165,0.8333333333333334,0.43333333333333335,0.9285714285714286
8.tif,NC,NC2753,625,495,4,4,3.0,10.485281229019165,1.0,0.1875,0.6
8.tif,NC,NC2754,556,495,2,2,0.0,2.8284270763397217,1.0,0.0,0
8.tif,NC,NC2755,681,494,9,8,37.0,22.97056210041046,1.125,0.5138888888888888,0.9866666666666667
8.tif,NC,NC2756,582,494,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2757,557,493,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2758,814,485,7,8,29.5,20.727921724319458,0.875,0.5267857142857143,0.9833333333333333
8.tif,NC,NC2759,792,485,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2760,593,484,3,1,0.0,4.0,3.0,0.0,0
8.tif,NC,NC2761,534,484,5,5,10.5,13.071067690849304,1.0,0.42,0.9130434782608695
8.tif,NC,NC2762,71,484,13,8,55.0,32.14213538169861,1.625,0.5288461538461539,0.9166666666666666
8.tif,NC,NC2763,560,483,5,4,7.0,11.656854152679443,1.25,0.35,0.875
8.tif,NC,NC2764,611,482,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2765,979,481,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
8.tif,NC,NC2766,609,481,1,2,0.0,2.0,0.5,0.0,0
8.tif,NC,NC2767,445,481,6,7,18.5,16.727921724319458,0.8571428571428571,0.44047619047619047,0.9736842105263158
8.tif,NC,NC2768,576,480,9,8,41.5,24.727921843528748,1.125,0.5763888888888888,0.9540229885057471
8.tif,NC,NC2769,792,477,3,6,6.5,13.41421353816986,0.5,0.3611111111111111,0.8125
8.tif,NC,NC2770,329,477,4,4,6.5,10.242640614509583,1.0,0.40625,1.0
8.tif,NC,NC2771,67,477,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
8.tif,NC,NC2772,547,476,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2773,559,475,3,5,5.5,12.242640614509583,0.6,0.36666666666666664,0.7857142857142857
8.tif,NC,NC2774,337,472,5,5,11.5,13.071067690849304,1.0,0.46,0.9583333333333334
8.tif,NC,NC2775,37,472,1,4,0.0,6.0,0.25,0.0,0
8.tif,NC,NC2776,633,470,4,4,6.0,9.656854152679443,1.0,0.375,0.9230769230769231
8.tif,NC,NC2777,589,469,18,9,31.5,46.870057106018066,2.0,0.19444444444444445,0.4405594405594406
8.tif,NC,NC2778,567,469,18,7,34.5,48.041630148887634,2.5714285714285716,0.27380952380952384,0.5798319327731093
8.tif,C,C300,458,466,63,69,2010.5,237.03657746315002,0.9130434782608695,0.46250287554635383,0.7609765329295988
8.tif,NC,NC2779,392,466,6,7,22.5,17.899494767189026,0.8571428571428571,0.5357142857142857,0.9782608695652174
8.tif,NC,NC2780,775,465,7,8,33.0,21.313708305358887,0.875,0.5892857142857143,0.9850746268656716
8.tif,NC,NC2781,616,465,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2782,793,464,4,6,9.5,14.242640614509583,0.6666666666666666,0.3958333333333333,0.8636363636363636
8.tif,NC,NC2783,714,462,7,7,25.5,19.899494767189026,1.0,0.5204081632653061,0.9272727272727272
8.tif,NC,NC2784,71,460,11,16,77.0,45.79898941516876,0.6875,0.4375,0.7129629629629629
8.tif,NC,NC2785,791,456,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2786,630,456,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
8.tif,NC,NC2787,833,454,3,3,3.0,6.828427076339722,1.0,0.3333333333333333,1.0
8.tif,NC,NC2788,346,450,2,1,0.0,2.0,2.0,0.0,0
8.tif,NC,NC2789,304,450,6,5,12.0,13.313708305358887,1.2,0.4,1.0
8.tif,NC,NC2790,160,450,7,7,26.5,19.899494767189026,1.0,0.5408163265306123,0.9464285714285714
8.tif,NC,NC2791,405,448,6,6,17.5,15.899494767189026,1.0,0.4861111111111111,0.9722222222222222
8.tif,C,C301,466,447,32,25,218.0,90.22539627552032,1.28,0.2725,0.6430678466076696
8.tif,NC,NC2792,784,446,8,9,41.5,25.899494647979736,0.8888888888888888,0.5763888888888888,0.9431818181818182
8.tif,NC,NC2793,979,442,7,7,27.5,19.899494767189026,1.0,0.5612244897959183,0.9649122807017544
8.tif,C,C302,502,442,15,23,232.0,61.45584321022034,0.6521739130434783,0.672463768115942,0.9469387755102041
8.tif,NC,NC2794,184,441,3,3,2.5,7.414213538169861,1.0,0.2777777777777778,0.8333333333333334
8.tif,NC,NC2795,786,440,4,5,6.5,12.242640614509583,0.8,0.325,0.7647058823529411
8.tif,C,C303,553,438,33,25,323.5,89.154327750206,1.32,0.39212121212121215,0.8067331670822943
8.tif,NC,NC2796,798,437,8,8,32.5,22.727921724319458,1.0,0.5078125,0.9558823529411765
8.tif,C,C304,523,435,31,34,383.0,103.396968126297,0.9117647058823529,0.3633776091081594,0.780835881753313
8.tif,NC,NC2797,783,434,5,5,4.0,14.485281109809875,1.0,0.16,0.5
8.tif,NC,NC2798,325,433,6,6,18.0,16.485281229019165,1.0,0.5,0.9473684210526315
8.tif,NC,NC2799,582,429,6,5,15.0,14.485281229019165,1.2,0.5,1.0
8.tif,NC,NC2800,250,428,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
8.tif,NC,NC2801,656,424,5,3,5.5,10.242640614509583,1.6666666666666667,0.36666666666666664,0.9166666666666666
8.tif,NC,NC2802,188,424,4,5,9.0,11.656854152679443,0.8,0.45,0.9473684210526315
8.tif,C,C305,459,418,15,22,168.0,62.627416491508484,0.6818181818181818,0.509090909090909,0.8379052369077307
8.tif,NC,NC2803,686,412,4,6,12.0,14.828427076339722,0.6666666666666666,0.5,0.9230769230769231
8.tif,C,C306,478,412,38,29,434.5,152.26702511310577,1.3103448275862069,0.39428312159709616,0.6018005540166205
8.tif,C,C307,442,412,17,18,135.5,57.69848418235779,0.9444444444444444,0.44281045751633985,0.7698863636363636
8.tif,NC,NC2804,87,412,8,7,33.5,21.899494767189026,1.1428571428571428,0.5982142857142857,0.9710144927536232
8.tif,NC,NC2805,6,412,7,6,24.0,18.485281229019165,1.1666666666666667,0.5714285714285714,0.9795918367346939
8.tif,C,C308,527,411,13,25,171.0,61.94112479686737,0.52,0.5261538461538462,0.8507462686567164
8.tif,NC,NC2806,939,410,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
8.tif,C,C309,572,409,17,16,181.0,54.627416372299194,1.0625,0.6654411764705882,0.9164556962025316
8.tif,C,C310,421,404,18,17,171.5,51.35533821582794,1.0588235294117647,0.5604575163398693,0.9554317548746518
8.tif,NC,NC2807,881,403,5,9,17.0,21.656854152679443,0.5555555555555556,0.37777777777777777,0.723404255319149
8.tif,NC,NC2808,770,398,6,6,18.5,15.899494767189026,1.0,0.5138888888888888,1.0
8.tif,C,C311,533,397,10,9,55.0,28.14213514328003,1.1111111111111112,0.6111111111111112,0.9821428571428571
8.tif,NC,NC2809,355,397,5,5,12.5,13.071067690849304,1.0,0.5,1.0
8.tif,NC,NC2810,905,396,4,5,10.0,11.656854152679443,0.8,0.5,1.0
8.tif,C,C312,551,395,16,26,305.5,76.87005698680878,0.6153846153846154,0.734375,0.891970802919708
8.tif,C,C313,449,395,23,17,202.0,65.5979791879654,1.3529411764705883,0.5166240409207161,0.9160997732426304
8.tif,C,C314,501,389,27,29,292.5,110.95331716537476,0.9310344827586207,0.3735632183908046,0.6882352941176471
8.tif,NC,NC2811,880,388,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
8.tif,NC,NC2812,262,386,5,5,13.0,13.656854152679443,1.0,0.52,0.9629629629629629
8.tif,NC,NC2813,825,382,3,3,1.5,6.2426406145095825,1.0,0.16666666666666666,1.0
8.tif,C,C315,437,382,19,10,103.0,47.455843448638916,1.9,0.5421052631578948,0.8340080971659919
8.tif,C,C316,463,379,36,26,339.0,114.2253954410553,1.3846153846153846,0.36217948717948717,0.7290322580645161
8.tif,NC,NC2814,157,379,3,3,3.5,7.414213538169861,1.0,0.3888888888888889,1.0
8.tif,NC,NC2815,878,373,5,5,13.5,15.41421353816986,1.0,0.54,0.9310344827586207
8.tif,NC,NC2816,944,372,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
8.tif,C,C317,542,372,17,18,210.5,56.041630148887634,0.9444444444444444,0.6879084967320261,0.958997722095672
8.tif,C,C318,519,372,14,12,106.5,40.38477575778961,1.1666666666666667,0.6339285714285714,0.9551569506726457
8.tif,C,C319,568,371,14,16,134.5,46.041630029678345,0.875,0.6004464285714286,0.9471830985915493
8.tif,NC,NC2817,84,371,9,8,42.5,24.727921843528748,1.125,0.5902777777777778,0.9770114942528736
8.tif,NC,NC2818,807,370,7,7,30.0,20.485281229019165,1.0,0.6122448979591837,0.9836065573770492
8.tif,C,C320,486,367,25,15,221.5,74.5269113779068,1.6666666666666667,0.5906666666666667,0.8083941605839416
8.tif,NC,NC2819,371,367,6,6,16.0,15.313708186149597,1.0,0.4444444444444444,1.0
8.tif,NC,NC2820,205,367,8,7,33.0,21.313708305358887,1.1428571428571428,0.5892857142857143,0.9850746268656716
8.tif,NC,NC2821,401,366,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
8.tif,NC,NC2822,229,364,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2823,276,361,2,1,0.0,2.0,2.0,0.0,0
8.tif,NC,NC2824,30,361,7,7,24.0,19.313708305358887,1.0,0.4897959183673469,0.9230769230769231
8.tif,NC,NC2825,628,357,7,7,20.0,18.14213526248932,1.0,0.40816326530612246,0.9302325581395349
8.tif,C,C321,511,353,20,15,171.0,65.11269783973694,1.3333333333333333,0.57,0.8571428571428571
8.tif,C,C322,428,351,42,32,374.0,153.6812390089035,1.3125,0.27827380952380953,0.6393162393162393
8.tif,C,C323,558,349,50,28,425.5,150.6101713180542,1.7857142857142858,0.30392857142857144,0.6216216216216216
8.tif,NC,NC2826,187,349,4,5,10.5,12.242640614509583,0.8,0.525,1.0
8.tif,NC,NC2827,54,346,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
8.tif,C,C324,584,345,8,11,45.0,28.14213538169861,0.7272727272727273,0.5113636363636364,0.8823529411764706
8.tif,NC,NC2828,27,345,3,3,4.0,8.0,1.0,0.4444444444444444,1.0
8.tif,C,C325,504,343,11,9,57.0,30.97056245803833,1.2222222222222223,0.5757575757575758,0.926829268292683
8.tif,C,C326,438,342,13,15,110.0,44.97056233882904,0.8666666666666667,0.5641025641025641,0.873015873015873
8.tif,NC,NC2829,408,342,6,6,20.5,17.071067690849304,1.0,0.5694444444444444,0.9761904761904762
8.tif,NC,NC2830,842,339,7,7,24.0,19.313708305358887,1.0,0.4897959183673469,0.9230769230769231
8.tif,C,C327,600,339,24,17,249.5,76.18376529216766,1.411764705882353,0.6115196078431373,0.7858267716535433
8.tif,NC,NC2831,959,333,7,7,28.0,19.313708305358887,1.0,0.5714285714285714,1.0
8.tif,NC,NC2832,721,333,7,7,29.5,19.899494767189026,1.0,0.6020408163265306,1.0
8.tif,NC,NC2833,182,332,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
8.tif,C,C328,528,331,17,19,177.5,54.52691197395325,0.8947368421052632,0.5495356037151703,0.9517426273458445
8.tif,NC,NC2834,754,330,4,4,8.0,10.828427076339722,1.0,0.5,1.0
8.tif,C,C329,550,330,12,10,65.0,32.97056233882904,1.2,0.5416666666666666,0.9219858156028369
8.tif,NC,NC2835,385,324,5,6,15.5,15.071067690849304,0.8333333333333334,0.5166666666666667,0.96875
8.tif,NC,NC2836,39,324,5,4,10.0,11.656854152679443,1.25,0.5,1.0
8.tif,C,C330,465,323,36,38,573.0,137.39696848392487,0.9473684210526315,0.41885964912280704,0.6801186943620178
8.tif,NC,NC2837,964,322,4,3,3.5,8.242640614509583,1.3333333333333333,0.2916666666666667,1.0
8.tif,C,C331,511,322,17,21,210.0,59.94112491607666,0.8095238095238095,0.5882352941176471,0.9438202247191011
8.tif,C,C332,563,318,20,25,222.5,83.8406194448471,0.8,0.445,0.7793345008756567
8.tif,NC,NC2838,164,317,6,6,20.0,16.485281229019165,1.0,0.5555555555555556,1.0
8.tif,C,C333,563,316,1,1,0.0,0.0,1.0,0.0,0
8.tif,C,C334,440,315,15,19,171.5,58.041629910469055,0.7894736842105263,0.6017543859649123,0.8365853658536585
8.tif,NC,NC2839,118,313,4,3,5.5,9.41421353816986,1.3333333333333333,0.4583333333333333,1.0
8.tif,C,C335,587,309,21,27,289.0,73.25483286380768,0.7777777777777778,0.5097001763668431,0.8824427480916031
8.tif,NC,NC2840,435,306,4,4,6.5,10.242640614509583,1.0,0.40625,0.9285714285714286
8.tif,NC,NC2841,92,306,5,4,9.0,11.656854152679443,1.25,0.45,0.9473684210526315
8.tif,NC,NC2842,859,304,8,8,34.0,22.14213514328003,1.0,0.53125,0.9714285714285714
8.tif,NC,NC2843,673,304,8,8,35.0,22.14213514328003,1.0,0.546875,0.9859154929577465
8.tif,C,C336,532,303,18,20,165.0,55.597978591918945,0.9,0.4583333333333333,0.9016393442622951
8.tif,NC,NC2844,907,302,5,5,11.5,13.071067690849304,1.0,0.46,0.9583333333333334
8.tif,NC,NC2845,389,296,6,5,14.0,14.485281229019165,1.2,0.4666666666666667,0.9655172413793104
8.tif,C,C337,442,295,76,27,743.0,197.33809328079224,2.814814814814815,0.36208576998050684,0.6318027210884354
8.tif,C,C338,558,294,33,21,315.5,87.84061932563782,1.5714285714285714,0.45526695526695526,0.8324538258575198
8.tif,NC,NC2846,387,286,6,5,14.0,14.485281229019165,1.2,0.4666666666666667,0.9655172413793104
8.tif,NC,NC2847,719,285,4,4,8.5,11.41421353816986,1.0,0.53125,1.0
8.tif,C,C339,548,281,20,16,152.5,55.35533821582794,1.25,0.4765625,0.8495821727019499
8.tif,NC,NC2848,87,281,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
8.tif,NC,NC2849,980,278,8,8,34.5,22.727921843528748,1.0,0.5390625,0.9452054794520548
8.tif,NC,NC2850,882,278,5,6,14.5,15.071067690849304,0.8333333333333334,0.48333333333333334,0.9354838709677419
8.tif,NC,NC2851,701,278,3,5,5.5,10.242640614509583,0.6,0.36666666666666664,0.9166666666666666
8.tif,NC,NC2852,380,278,2,2,1.0,4.0,1.0,0.25,1.0
8.tif,NC,NC2853,312,278,7,5,17.0,16.485281229019165,1.4,0.4857142857142857,0.9444444444444444
8.tif,C,C340,488,275,41,27,479.0,130.56854116916656,1.5185185185185186,0.4327009936766034,0.7324159021406728
8.tif,NC,NC2854,332,275,3,3,4.0,8.0,1.0,0.4444444444444444,1.0
8.tif,NC,NC2855,127,271,9,7,31.0,22.14213538169861,1.2857142857142858,0.49206349206349204,0.9393939393939394
8.tif,C,C341,532,270,19,27,175.0,76.08326017856598,0.7037037037037037,0.341130604288499,0.6889763779527559
8.tif,C,C342,461,268,19,26,253.0,69.59797930717468,0.7307692307692307,0.5121457489878543,0.8769497400346621
8.tif,C,C343,493,267,13,11,102.5,40.72792184352875,1.1818181818181819,0.7167832167832168,0.9669811320754716
8.tif,NC,NC2856,20,267,4,4,7.0,10.828427076339722,1.0,0.4375,0.9333333333333333
8.tif,C,C344,556,264,15,17,138.5,47.69848430156708,0.8823529411764706,0.5431372549019607,0.9389830508474576
8.tif,NC,NC2857,805,258,6,5,15.5,15.071067690849304,1.2,0.5166666666666667,0.96875
8.tif,NC,NC2858,829,254,4,3,5.5,9.41421353816986,1.3333333333333333,0.4583333333333333,1.0
8.tif,NC,NC2859,873,252,7,7,23.0,19.313708305358887,1.0,0.46938775510204084,0.9583333333333334
8.tif,C,C345,478,251,19,17,174.5,53.35533833503723,1.1176470588235294,0.5402476780185759,0.9306666666666666
8.tif,NC,NC2860,371,251,6,7,24.0,18.485281229019165,0.8571428571428571,0.5714285714285714,0.9795918367346939
8.tif,NC,NC2861,755,249,8,7,27.5,20.727921843528748,1.1428571428571428,0.49107142857142855,0.9322033898305084
8.tif,NC,NC2862,724,248,3,4,4.0,7.656854152679443,0.75,0.3333333333333333,1.0
8.tif,NC,NC2863,558,245,8,10,45.0,26.14213538169861,0.8,0.5625,0.9574468085106383
8.tif,NC,NC2864,630,238,3,3,4.0,8.0,1.0,0.4444444444444444,1.0
8.tif,NC,NC2865,384,236,5,5,14.0,13.656854152679443,1.0,0.56,1.0
8.tif,NC,NC2866,436,235,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2867,137,234,7,7,24.5,18.727921724319458,1.0,0.5,0.98
8.tif,NC,NC2868,88,234,7,6,25.0,18.485281229019165,1.1666666666666667,0.5952380952380952,1.0
8.tif,NC,NC2869,729,230,5,5,11.0,12.485281229019165,1.0,0.44,1.0
8.tif,NC,NC2870,167,230,7,7,26.0,19.313708305358887,1.0,0.5306122448979592,0.9629629629629629
8.tif,NC,NC2871,663,228,4,4,6.5,10.242640614509583,1.0,0.40625,0.9285714285714286
8.tif,NC,NC2872,751,227,5,6,13.0,14.485281229019165,0.8333333333333334,0.43333333333333335,0.9285714285714286
8.tif,NC,NC2873,84,226,3,2,0.5,5.414213538169861,1.5,0.08333333333333333,0.5
8.tif,NC,NC2874,604,224,7,7,30.5,21.071067690849304,1.0,0.6224489795918368,0.9682539682539683
8.tif,NC,NC2875,815,223,3,3,3.5,7.414213538169861,1.0,0.3888888888888889,1.0
8.tif,NC,NC2876,534,223,2,1,0.0,2.0,2.0,0.0,0
8.tif,NC,NC2877,323,222,2,1,0.0,2.0,2.0,0.0,0
8.tif,NC,NC2878,273,222,5,5,10.5,13.071067690849304,1.0,0.42,0.9130434782608695
8.tif,NC,NC2879,466,218,7,7,26.0,20.485281229019165,1.0,0.5306122448979592,0.9122807017543859
8.tif,NC,NC2880,756,217,1,2,0.0,2.0,0.5,0.0,0
8.tif,NC,NC2881,892,216,4,5,10.5,12.242640614509583,0.8,0.525,1.0
8.tif,NC,NC2882,5,216,7,7,23.0,19.313708305358887,1.0,0.46938775510204084,0.9019607843137255
8.tif,NC,NC2883,929,215,7,7,23.0,18.14213514328003,1.0,0.46938775510204084,1.0
8.tif,NC,NC2884,780,214,1,3,0.0,4.0,0.3333333333333333,0.0,0
8.tif,NC,NC2885,997,213,3,5,5.0,10.828427076339722,0.6,0.3333333333333333,0.8333333333333334
8.tif,NC,NC2886,651,211,10,11,64.0,30.97056221961975,0.9090909090909091,0.5818181818181818,0.9481481481481482
8.tif,NC,NC2887,391,211,9,8,38.0,24.14213538169861,1.125,0.5277777777777778,0.9620253164556962
8.tif,NC,NC2888,709,209,5,6,14.5,15.071067690849304,0.8333333333333334,0.48333333333333334,0.9354838709677419
8.tif,C,C346,488,209,59,60,1630.5,289.462983250618,0.9833333333333333,0.46059322033898303,0.7046240276577356
8.tif,NC,NC2889,667,207,3,4,4.0,8.828427076339722,0.75,0.3333333333333333,0.8888888888888888
8.tif,NC,NC2890,763,203,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
8.tif,NC,NC2891,479,203,3,2,1.5,5.414213538169861,1.5,0.25,1.0
8.tif,NC,NC2892,865,201,8,8,35.0,22.14213514328003,1.0,0.546875,0.9859154929577465
8.tif,NC,NC2893,678,200,6,4,12.5,14.242640614509583,1.5,0.5208333333333334,0.9615384615384616
8.tif,NC,NC2894,637,198,2,4,0.5,7.414213538169861,0.5,0.0625,0.3333333333333333
8.tif,NC,NC2895,878,197,4,5,11.0,12.828427076339722,0.8,0.55,1.0
8.tif,NC,NC2896,412,196,52,69,1544.5,328.4335466623306,0.7536231884057971,0.4304626532887402,0.6943133288379411
8.tif,NC,NC2897,614,195,7,6,17.5,17.55634891986847,1.1666666666666667,0.4166666666666667,0.9210526315789473
8.tif,NC,NC2898,613,195,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2899,649,193,2,3,1.5,5.414213538169861,0.6666666666666666,0.25,1.0
8.tif,NC,NC2900,980,192,3,3,4.0,8.0,1.0,0.4444444444444444,1.0
8.tif,NC,NC2901,159,192,7,7,23.5,18.72792160511017,1.0,0.47959183673469385,0.9791666666666666
8.tif,NC,NC2902,959,191,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
8.tif,NC,NC2903,708,191,8,8,34.0,22.14213526248932,1.0,0.53125,0.9714285714285714
8.tif,NC,NC2904,586,191,8,8,35.5,22.72792160511017,1.0,0.5546875,0.9726027397260274
8.tif,NC,NC2905,637,188,6,6,8.0,17.313708186149597,1.0,0.2222222222222222,0.6666666666666666
8.tif,NC,NC2906,915,186,5,4,7.5,11.071067690849304,1.25,0.375,0.9375
8.tif,NC,NC2907,653,182,6,6,20.5,17.071067690849304,1.0,0.5694444444444444,0.9761904761904762
8.tif,NC,NC2908,124,181,4,3,5.5,9.41421353816986,1.3333333333333333,0.4583333333333333,1.0
8.tif,NC,NC2909,889,180,6,6,15.0,15.313708305358887,1.0,0.4166666666666667,0.9375
8.tif,NC,NC2910,312,178,8,8,35.0,22.14213514328003,1.0,0.546875,0.9859154929577465
8.tif,NC,NC2911,666,177,12,8,51.5,29.55634891986847,1.5,0.5364583333333334,0.9537037037037037
8.tif,NC,NC2912,756,173,8,8,34.0,22.14213526248932,1.0,0.53125,0.9714285714285714
8.tif,NC,NC2913,690,173,12,10,22.5,36.041630029678345,1.2,0.1875,0.4945054945054945
8.tif,NC,NC2914,485,172,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
8.tif,NC,NC2915,603,171,4,4,7.0,10.828427076339722,1.0,0.4375,0.9333333333333333
8.tif,NC,NC2916,657,170,5,7,16.5,17.071067690849304,0.7142857142857143,0.4714285714285714,0.9166666666666666
8.tif,NC,NC2917,643,170,6,7,13.5,18.727921724319458,0.8571428571428571,0.32142857142857145,0.7297297297297297
8.tif,NC,NC2918,450,170,5,5,11.0,12.485281229019165,1.0,0.44,1.0
8.tif,NC,NC2919,73,170,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
8.tif,NC,NC2920,626,169,13,10,65.5,37.21320295333862,1.3,0.5038461538461538,0.8343949044585988
8.tif,NC,NC2921,613,169,5,6,14.5,15.071067690849304,0.8333333333333334,0.48333333333333334,0.9354838709677419
8.tif,NC,NC2922,826,168,5,5,11.0,12.485281229019165,1.0,0.44,1.0
8.tif,NC,NC2923,716,166,2,2,1.0,4.0,1.0,0.25,1.0
8.tif,NC,NC2924,223,166,4,5,8.5,11.071067690849304,0.8,0.425,1.0
8.tif,NC,NC2925,473,158,3,4,5.0,8.828427076339722,0.75,0.4166666666666667,1.0
8.tif,NC,NC2926,624,156,9,7,31.5,22.727921843528748,1.2857142857142858,0.5,0.9130434782608695
8.tif,NC,NC2927,686,153,8,10,49.0,27.313708305358887,0.8,0.6125,0.9514563106796117
8.tif,NC,NC2928,647,152,12,17,73.5,45.35533797740936,0.7058823529411765,0.3602941176470588,0.7736842105263158
8.tif,NC,NC2929,823,151,6,6,17.5,15.899494767189026,1.0,0.4861111111111111,0.9722222222222222
8.tif,NC,NC2930,673,150,9,9,45.5,25.55634880065918,1.0,0.5617283950617284,0.9680851063829787
8.tif,NC,NC2931,929,149,5,6,14.0,14.485281229019165,0.8333333333333334,0.4666666666666667,0.9655172413793104
8.tif,NC,NC2932,310,148,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
8.tif,NC,NC2933,603,146,10,16,84.5,45.69848418235779,0.625,0.528125,0.8203883495145631
8.tif,NC,NC2934,636,145,8,11,55.0,29.313708305358887,0.7272727272727273,0.625,0.9734513274336283
8.tif,NC,NC2935,94,145,8,13,50.0,32.14213526248932,0.6153846153846154,0.4807692307692308,0.8849557522123894
8.tif,NC,NC2936,692,143,7,8,28.5,20.727921843528748,0.875,0.5089285714285714,0.95
8.tif,NC,NC2937,803,142,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
8.tif,NC,NC2938,656,142,10,8,36.5,25.55634891986847,1.25,0.45625,0.9125
8.tif,NC,NC2939,601,142,3,4,0.5,8.242640614509583,0.75,0.041666666666666664,0.25
8.tif,NC,NC2940,138,142,1,1,0.0,0.0,1.0,0.0,0
8.tif,NC,NC2941,492,140,5,4,6.5,11.071067690849304,1.25,0.325,0.8666666666666667
8.tif,NC,NC2942,270,140,7,6,21.0,17.313708305358887,1.1666666666666667,0.5,0.9767441860465116
8.tif,NC,NC2943,674,138,4,6,8.5,14.242640614509583,0.6666666666666666,0.3541666666666667,0.8095238095238095
8.tif,NC,NC2944,576,137,4,3,0.5,8.242640614509583,1.3333333333333333,0.041666666666666664,0.25
8.tif,NC,NC2945,139,137,7,7,24.5,20.727921843528748,1.0,0.5,0.8909090909090909
8.tif,NC,NC2946,968,136,8,7,29.0,21.313708186149597,1.1428571428571428,0.5178571428571429,0.9508196721311475
8.tif,NC,NC2947,367,134,6,6,16.5,15.899494767189026,1.0,0.4583333333333333,0.9428571428571428
8.tif,NC,NC2948,671,133,5,2,0.5,10.242640614509583,2.5,0.05,0.14285714285714285
8.tif,NC,NC2949,781,132,6,5,15.5,15.071067690849304,1.2,0.5166666666666667,0.96875
8.tif,NC,NC2950,637,132,10,9,29.5,27.55634891986847,1.1111111111111112,0.3277777777777778,0.8428571428571429
8.tif,NC,NC2951,553,132,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
8.tif,NC,NC2952,517,132,5,6,15.0,14.485281229019165,0.8333333333333334,0.5,1.0
8.tif,NC,NC2953,438,131,8,8,33.0,22.14213526248932,1.0,0.515625,0.9565217391304348
